gene,snp,snippet
IL10,Rs1800871,Crohn's disease
IL10,Rs1800871,Alzheimer's disease
IL10,Rs1800871,non-Hodgkin lymphoma.
IL10,Rs1800871,postoperative myocardial infarction
IL10,Rs1800871,non-Hodgkin's lymphoma.
IL10,Rs1800871,Crohn's disease
IL10,Rs1800871,rheumatoid arthritis patients
IL10,Rs1800871,hepatitis C virus infection
IL10,Rs1800871,B-cell lymphoma
IL10,Rs1800871,biliary tract cancers and stones
IL10,Rs1800871,melanoma
IL10,Rs1800871,infection following esophagectomy
IL12B,Rs2288831,Asthma
IL12B,Rs2288831,tuberculosis
IL12B,Rs2288831,pulmonary tuberculosis
IL12RB2,Rs3790568,susceptibility to radiation dermatitis
IL16,Rs4778889,risk of coronary artery disease
IL16,Rs4778889,adiation-induced toxicity
IL16,Rs4778889,gene polymorphism
IL16,Rs4778889,nasopharyngeal carcinoma
IL16,Rs4778889,Graves' disease
IL18RAP,Rs2272127,schizophrenia
IL18RAP,Rs2272127,herpes
IL1RL1,Rs13431828,chronic rhinosinusitis
IL2,Rs2069772,Cervical and vulvar cancer
IL21,Rs907715,rheumatoid arthritis
IL23R,Rs10889677,Graves' disease
IL23R,Rs7517847,Crohn's Disease
IL23R,Rs7517847,Crohn's disease
IL23R,Rs1343151,Crohn's Disease
IL23R,Rs1343151,rheumatoid arthriti
IL23R,Rs1343151,ankylosing spondylitis
IL23R,Rs11805303,Crohn's disease
IL23R,Rs11465804,ankylosing spondylitis
IL23R,Rs10889677,European ancestry
IL23R,Rs10889677,North American patients
IL23R,Rs10889677,ankylosing spondylitis
IL23R,Rs10889677,non-Jewish populations.
IL23R,Rs10889677,Jewish
IL23R,Rs10889677,Crohn's disease
IL23R,Rs10889677,ulcerative colitis 
IL23R,Rs10889677,Graves ophthalmopathy
IL23R,Rs10889677,"Graves' disease,"
IL23R,Rs10889677,ankylosing spondylitis
IL23R,Rs10889677,Crohn's disease
IL23R,Rs10889677,Caucasian patients.
IL2RB,Rs743777,rheumatoid arthritis
IL2RB,Rs743777,rheumatoid arthritis
IL2RB,Rs743777,rheumatoid arthritis
IL2RB,Rs743777,Rheumatoid arthritis
IL31,Rs11608363,nonatopic eczema
IL31,Rs11608363,were strongly associated with nonatopic eczema
IL31,Rs6489188,nonatopic eczema
IL31,Rs6489188,were strongly associated with nonatopic eczema
IL4,Rs2243268,autoimmune conditions
IL4,Rs2243274,African American
IL4,Rs2243274,children.
IL4,Rs2243274,European ancestry
IL4,Rs2243274,type 1 diabetes.
IL4,Rs2243274,type I diabetes
IL4,Rs2243268,biliary tract cancers and stones
IL4,Rs2070874,Leishmania chagasi
IL4,Rs2243268,type 1 diabetes
IL4,Rs2070874,Leishmania chagasi
IL4,Rs2070874,Visceral leishmaniasis (VL)
IL4,Rs2070874,prostate cancer
IL4,Rs2070874,Visceral leishmaniasis
IL4,Rs2243268,non-Hodgkin lymphoma
IL6,Rs7802308,Asian Indian sibling pairs
IL6,Rs1524107,type 2 diabetic patients
IL6,Rs1524107,prostate cancer
IL6,Rs1524107,cardiovascular disease
IL6,Rs2069837,Alzheimer's disease
IL6,Rs7802308,coronary artery disease
IL6R,Rs6684439,melanoma
IL6R,Rs6684439,melanoma
IL6R,Rs2229238,diabetes
IMPDH1,Rs72624951,Blueprint Genetics Retinal dystrophy
ITPR3,Rs3748079,rheumatoid arthritis
KCNA3,Rs2821557,olfactory function
KCNA3,Rs2821557,olfactory dysfunction
KCNA3,Rs2821557,fasting plasma glucose
KCNA5,Rs45477792,cardiac arrhythmias
KCNQ1,Rs120074194,swimming-triggered arrhythmia syndromes
KCNQ1,Rs120074194,long QT syndrome
KCNQ1,Rs120074194,Jervell and Lange-Nielsen syndrome
KCNQ1,Rs120074194,forme fruste long-QT syndrome
KCNQ1,Rs120074194,Huntington's disease
KCNQ1,Rs120074194,long-QT syndrome genes
KDR,Rs1870377,Gilbert's syndrome UGT1A1 polymorphism
KDR,Rs1870377,Pazopanib-induced hyperbilirubinemia
KIAA0319,Rs4236032,developmental dyslexia
KIAA0319,Rs4352670,KIAA0319 on chromosome 6p
KIAA0319,Rs4352670,developmental dyslexia
KL,Rs2249358,priapism
KL,Rs211239,priapism
KLF6,Rs10508266,Lung cancer risk.
KLF6,Rs10508266,Lung cancer
KRIT1,Rs267607204,cerebral cavernous malformation
KSR2,Rs10444502,decreased total cholesterol levels
LDB3,Rs121908337,ventricular noncompaction
LHCGR,Rs121912518,familial male precocious puberty
LHCGR,Rs121912532,mutations of the LH receptor gene
LIG4,Rs10131,invasive serous ovarian cancer
LIG4,Rs10131,DNA damage response
LIPC,Rs8023503,hyperalphalipoproteinemia
LIPC,Rs261332,Elevated HDL-Cholesterol
LIPC,Rs1800588,colorectal cancer
LIPC,Rs1800588,risk for carotid artery disease
LIPC,Rs1800588,coronary artery disease
LIPC,Rs1800588,higher HDL levels
LIPC,Rs1800588,coronary heart disease
LMNA,Rs267607577,cardiomyopathy
LOXL1,Rs1078967,glaucoma
LPP,Rs4686484,altered risk for celiac disease
LPP,Rs13076312,Vitiligo
LPP,Rs9851967,Celiac Disease
LRPPRC,I5012749,Leigh syndrome
LRRC43,Rs11608363,nonatopic eczema
LRRC43,Rs11608363,were strongly associated with nonatopic eczema
LRRC43,Rs6489188,nonatopic eczema
LRRC43,Rs6489188,were strongly associated with nonatopic eczema
LRRK2,Rs35870237,autosomal dominant Parkinson disease
LRRK2,Rs35870237,definitely pathogenic
LTA,Rs1800630, Raynaud's phenomenon
LTA,Rs1800630,systemic lupus erythematosus (SLE)
LTA,Rs1800630,SLE 
LTA,Rs1800630,SLE
MAOA,Rs6609257,ADHD
MAOA,Rs6609257,Sexually dimorphic
MAOB,Rs1799836,Parkinson's disease
MAOB,Rs1799836,conditional logistic regression
MAP2K5,Rs11635424,restless legs syndrome
MAP2K5,Rs11635424,common sleep disorder
MAPT,Rs143624519,neurodegenerative diseases
MAPT,Rs143624519,"neurodegenerative conditions, including Alzheimer's disease, frontotemporal dementia, and dementia with Lewy bodies"
MDM4,Rs4245739,squamous cell carcinoma
MDM4,Rs4245739,ovarian cancer
MDM4,Rs4245739,Breast Cancer
MDM4,Rs4245739,"prostate cancer,"
MDM4,Rs4245739,apoptosis
MDM4,Rs4245739,Europe
MDM4,Rs1380576,HPV16-associated squamous cell carcinoma of oropharynx.
MDM4,Rs1380576,MDM4 variant
MDM4,Rs4245739,United States.
MECP2,Rs1734787,systemic lupus erythromatosis
MECP2,Rs1734787,female disease
MECP2,Rs1734787,Korean
MECP2,Rs1734787,Caucasian
MEFV,Rs121907890,Arab and Armenian
MEFV,Rs121907890,"Sephardic Jews,"
MEFV,Rs121907890,"Turks,"
MEFV,Rs121907890,familial Mediterranean fever
MEFV,Rs104895093,familial Mediterranean fever
MEFV,Rs121907890,Mediterranean fever
MET,Rs2237717,rhinosinusitis
MET,Rs38857,schizophrenia
MET,Rs38857,Caucasian
MET,Rs2237717,nasal polyps
MET,Rs2237717,schizophrenia
MET,Rs38857,autism
MET,Rs2237717,tumor metastasis
MET,Rs2237717,neurocognition
MET,Rs2237717,chronic rhinosinusitis
MET,Rs2237717,autism 
MET,Rs2237717,ability to recognize facial emotion
MET,Rs2237717,schizophrenia
MICA,Rs4418214,AIDS
MIR4761,Rs4633,Schizophrenia Susceptibility Genetic
MMEL1,Rs3748816,celiac disease
MMEL1,Rs3748816,rheumatoid arthritis
MMEL1,Rs3748816,primary biliary cirrhosis
MMP2,Rs1030868,lacunar stroke
MMP2,Rs1030868,small vessel infarcts
MMP2,Rs2287074,lacunar stroke
MMP2,Rs2287074,small vessel infarcts
MMP2,Rs2287076,lacunar stroke
MMP2,Rs2287076,small vessel infarcts
MMP2,Rs7201,lacunar stroke
MMP2,Rs7201,small vessel infarcts
MMP3,Rs3025058,reduced risk of recurrent venous thromboembolism
MMP3,Rs3025058,coronary atherosclerosis
MMP3,Rs3025058,worse progression of coronary artery disease after angioplasty.
MMP3,Rs3025058,risk for myocardial infarction
MMP3,Rs3025058,coronary artery disease
MMP9,Rs17576,glaucoma
MMP9,Rs17577,breast cancer
MMP9,Rs17577,non-atopic asthma
MMP9,Rs17577,cutaneous malignant melanoma
MMP9,Rs17577,lung cancer
MMP9,Rs17577,Alzheimer's disease
MMP9,Rs17576,leukemia
MMP9,Rs17576,type 2 diabetes
MMP9,Rs17576,lymphoma
MMP9,Rs17576,hepatitis B virus infection
MMP9,Rs17576,malignant melanoma
MMP9,Rs17576,Alzheimer's disease
MMP9,Rs17576,heart disease
MMP9,Rs17576,myocardial infarction
MMP9,Rs17576,lung cancer
MMP9,Rs17576,chronic obstructive pulmonary disease
MMP9,Rs17576,cigarette smoking
MPL,Rs146249964,Ashkenazi Jewish
MPL,Rs146249964,CAMT
MPZ,Rs121913584,pathogenic for Charcot-Marie-Tooth disease type 1B
MSH2,Rs2303428,Endometrial cancer
MSH2,Rs2303428,sporadic renal cell carcinoma
MTHFD1L,Rs11754661,Alzheimer's disease
MTRR,Rs162036,single nucleotide polymorphisms
MTRR,Rs162036,prostate cancer risk
MTRR,Rs162036,pseudoexfoliation syndrome
MTRR,Rs162036,glaucoma
MTTP,Rs146064714,abetalipoproteinemia
MTTP,Rs755155385,Blueprint Genetics Retinal dystrophy
MYBPC3,Rs113358486,hypertrophic cardiomyopathy
MYBPC3,Rs113358486,Hypertrophic Cardiomyopathy
MYBPC3,Rs113358486,familial hypertrophic cardiomyopathy (HCM)
MYBPC3,Rs111683277,familial or idiopathic dilated cardiomyopathy
MYBPC3,Rs111683277,familial hypertrophic cardiomyopathy (HCM)
MYBPC3,Rs111437311,Hypertrophic cardiomyopathy
MYBPC3,Rs111437311,familial hypertrophic cardiomyopathy (HCM
MYBPC3,Rs111683277,hypertrophic cardiomyopathy
MYH6,Rs365990,Icelandic
MYH6,Rs365990,"European descent,"
MYH6,Rs365990,atrial fibrillation
MYH6,Rs365990,ick sinus syndrome
MYH6,Rs365990,advanced AV block
MYH7,I6015303,familial hypertrophic cardiomyopathy
MYH9,Rs80338835,May-Hegglin anomaly.
MYH9,Rs80338835,The May-Heggllin/Fechtner Syndrome Consortium
MYH9,Rs80338835,Fechtner and Sebastian syndromes
MYH9,Rs80338835,May-Hegglin anomaly
MYH9,Rs80338835,May-Hegglin anomaly
MYO7A,Rs1052030,deafness
MYO7A,Rs1052030,vestibular dysfunction
NBN,Rs34767364,Variations in the NBN/NBS1 gene
NBN,Rs34767364,breast cancer
NBN,Rs1805794,non-Hodgkin's lymphoma.
NBN,Rs1805794,Taiwanese patients.
NBN,Rs1805794,ovarian cancer.
NBN,Rs1805794,bladder cancer
NBN,Rs1805794,French Canadian
NBN,Rs1805794,adult glioma
NBN,Rs1805794,renal cell carcinoma
NBN,Rs1805794,oral premalignant lesions
NBN,Rs1805794,Bladder cancer
NBN,I5012770,numerous cancers
NBN,I5012770,Nijmegen breakage syndrome
NBN,Rs1805794,breast cancer
NGLY1,Rs201337954,congenital disorder of deglycosylation (CDDG)
NLRP3,Rs3806265,juvenile idiopathic arthritis
NOD2,Rs5743277,inflammatory bowel disease
NOD2,Rs5743277,inflammatory bowel disease
NOD2,Rs2066844,inflammatory bowel disease
NOD2,Rs2066844,Crohn's disease 
NOD2,Rs2066844, Crohn's disease
NOD2,Rs2067085,Crohn disease
NOS2,Rs2779251,inflammatory bowel disease
NOS2,Rs2297518,aphthous stomatitis
NOS2,Rs2297518,rheumatoid arthritis
NOS2,Rs2297518,lung cancer
NOS2,Rs2297518,benign prostatic hyperplasia
NOS2,Rs2297518,biliary tract cancers and stones
NOS2,Rs2297518,Parkinson's disease
NOS2,Rs2297518,urinary bladder cancer
NOS2,Rs2297518,non-Hodgkin lymphoma
NOS2,Rs2297518,Parkinson's disease
NOS2,Rs2297518,synthase gene polymorphisms and prostate cancer risk.
NOS2,Rs2297518,diabetes-associated combination of SNPs
NOS2,Rs2297518,rinary bladder cancer pathogenesis
NOS2,Rs2297518,inflammatory bowel disease 
NOS2,Rs2297518,lung cancer.
NOS3,Rs3918227,Parkinson's disease
NOS3,Rs3918227,hypoxic-ischemic encephalopathy
NOS3,Rs4496877,nephropathy
NPAS2,Rs1811399,autism
NR1H3,Rs61731956,multiple sclerosis
NR1H3,Rs61731956,multiple sclerosis
NR3C1,Rs6195,Glucocorticoid receptor polymorphism
NR3C1,Rs6195,anovulatory polycystic ovary syndrome
NR3C1,Rs6195,Genetic polymorphisms
NR3C1,Rs6195,inflammatory bowel disease
NR3C1,Rs6195,glucocorticoid resistance
NR3C1,Rs6195,asthma
NR3C1,Rs6195,Glucocorticoid receptor gene polymorphisms
NR3C1,Rs6195,acute lymphoblastic leukemia
NR3C1,Rs6195,altered bone mineral density
NR3C1,Rs6195,bipolar patients
NR3C1,Rs6195,asthma
NR3C1,Rs6195,glucocorticoid sensitivity
NR3C1,Rs6195,coronary artery disease
NR3C1,Rs6195,increased body mass index
NR3C1,Rs6195,glucocorticoid receptor polymorphism
NR3C1,Rs6195,Crohn's disease
NR3C1,Rs6195,Glucocorticoid receptor gene
NR3C1,Rs6195,blood pressure
NR3C1,Rs6195,glucocorticoid receptor polymorphisms
NR3C1,Rs6195,altered gene expression
NRG1,Rs3924999,Alzheimer's disease with psychosis
NRXN1,Rs2024513,schizophrenia
NSMCE3,Rs199905054,lung disease immunodeficiency and chromosome breakage syndrome (LICS)
NSMCE3,Rs199905054,chromosome breakage syndrome
NSMCE3,Rs199905054,pneumonia
OBSCN,Rs55883237,left ventricular noncompaction
OPRD1,Rs1042114,carriers of the G allele
OPRM1,Rs10485057,higher likelihood of smoking initiation and nicotine dependence.
OXTR,Rs53576,autism
OXTR,Rs53576,Caucasian 
OXTR,Rs53576,prosocial temperament
OXTR,Rs53576,grey matter volume in the hypothalamus
OXTR,Rs53576,lower cortisol responses to stress
OXTR,Rs53576,female
OXTR,Rs53576,Two hundred three healthy German male university students
OXTR,Rs53576,Forty-five female
OXTR,Rs53576,depression
OXTR,Rs53576,stress
OXTR,Rs53576,Americans
OXTR,Rs53576,Korean 
OXTR,Rs53576,feel less lonely
OXTR,Rs53576,empathetic
OXTR,Rs237887,prosociality
OXTR,Rs237887,OXTR
OXTR,Rs2268490,prosociality
OXTR,Rs2268490,OXTR
OXTR,Rs53576,marital discord
PADI4,Rs2240340,rheumatoid arthritis
PADI4,Rs2240340,rheumatoid arthritis
PADI4,Rs1621005,Rheumatoid Arthritis
PADI4,Rs2240340,rheumatoid arthritis (RA)
PAH,I4000475,Phenylketonuriars
PARK7,I5047046,Parkinson's disease
PARK7,I5047046,recessive/early-onset
PARK7,I5047046,digenic
PARK7,Rs3766606,Parkinson's disease
PARK7,Rs74315353,Parkinson disease 
PCSK9,Rs28362263,coronary events.
PCSK9,Rs67608943,plasma LDL-C levels being up to 40% lower than average
PCSK9,Rs67608943,lowered LDL-C level
PCSK9,Rs67608943,coronary events
PDE4B,Rs4655595, type-2 diabetes
PEX1,Rs28939678,peroxisome biogenesis disorders
PEX7,Rs121909153,Rhizomelic chondrodysplasia punctata type 1
PGR,Rs1042838,ovarian cancer
PGR,Rs660541,ovarian and breast cancer
PGR,Rs660541,endometrial cancer is ambiguous
PGR,Rs613120,ovarian and breast cancer
PGR,Rs543215,ovarian and breast cancer
PGR,Rs543215,endometrial cancer is ambiguous
PGR,Rs613120,endometrial cancer is ambiguous
PGR,Rs516693,endometrial cancer is ambiguous
PGR,Rs481775,colorectal cancer
PGR,Rs3740753,breast cancer risk
PGR,Rs3740753,endometrial cancer
PGR,Rs1042838,endometrial cancer
PGR,Rs516693,ovarian and breast cancer
PINK1,I5003747,Parkinson's disease
PITX1,Rs121909109,talipes equinovarus
PKD1,Rs199476095,Polycystic Kidney disease
PKD1,Rs199476098,autosomal dominant polycystic kidney disease
PKD1,Rs199476098,Polycystic Kidney disease
PKD1,Rs148812376,ADPKD
PKD1,Rs148812376,few cysts
PKD1,Rs148812376,end-stage renal disease (ESRD) 
PKD1,Rs1060499718,utosomal dominant polycystic kidney disease
PKD1,Rs1060499702,polycystic kidney disease
PKD1,Rs148812376, autosomal dominant polycystic kidney disease
PKHD1,I5000043,Autosomal recessive polycystic kidney disease
PKHD1,I5012609,polycystic kidney disease
PLCB1,Rs718712,insomnia
PMEL,Rs773241850,blindness
PMEL,Rs773241850,pigment dispersion syndrome (PDS)
PMEL,Rs773241850,pigmentary glaucoma (PG)
PMM2,Rs28936415,Congenital disorder
PMM2,I5012680,Congenital Disorder of Glycosylation
PMS2,Rs1805323,poly-glutamine (aka Poly-Q) diseases
PMS2,Rs1805323,Huntington disease
PMS2,Rs1805323,"multiple spinocerebellar ataxia,"
POLD1,Rs397514632,endometrial cancer
POLD1,Rs397514632,colorectal cancer
POLE,Rs138207610,colorectal cancer
POLE,Rs200403177,colorectal cancer
POLE,Rs483352909,cumulative risk of developing CRC
POLG,Rs113994097,ophthalmoparesis (SANDO)
POLG,Rs113994097,dysarthria
POLG,Rs113994097,sensory ataxic neuropathy
POLG,Rs113994097,mitochondrial DNA depletion syndrome type 4A (Alpers syndrome) 
POLG,Rs113994097,ataxias
PPARA,Rs4253778,type 2
PPARA,Rs4253778, diabetes
PPARG,Rs17036314,impaired glucose tolerance (IGT)
PPARG,Rs17036314,overweight
PPARG,Rs17036314,peroxisome proliferator-activated receptor gamma PPARG gene
PPARG,Rs17036314,type-2 diabetes (T2D)
PPARG,Rs13073869,type 2 diabetes
PPARG,Rs13073869,lung cancer
PPARG,Rs13073869,diabetes
PPARGC1A,Rs2290602,nonalcoholic fatty liver disease (NAFLD)
PPARGC1A,Rs2290602,polymorphisms
PPARGC1A,Rs2290602,nonalcoholic fatty liver disease (NAFLD)
PPARGC1A,Rs2970848,Huntington disease.
PPP2R5D,Rs863225079,"macrocephaly, hypotonia"
PPP2R5D,Rs863225079,autism
PRKCA,Rs4790904,post-traumatic stress disorder
PRKCA,Rs4790904,memory capacity
PRKCH,Rs3783799,stroke
PRKCH,Rs3783799,ubcortical silent brain infarction
PRODH,Rs450046,schizophrenia
PRODH,Rs450046,schizophrenia
PRODH,Rs450046,anxiety
PROM1,Rs796051882,Blueprint Genetics Retinal dystrophy
PROS1,Rs121918472,venous thromboembolism
PSEN1,Rs28930977,FAMILIAL
PSEN1,Rs17125721,Alzheimer's disease
PSEN1,Rs28930977,ALZHEIMER DISEASE
PSEN1,Rs28930977,Dementia
PSEN1,Rs28930977,SPASTIC PARAPARESIS
PSEN1,Rs28930977,APRAXIA
PSEN1,Rs28930977,"ALZHEIMER DISEASE,"
PSEN1,Rs28930977,"Dementia,"
PSEN1,Rs28930977,SPASTIC PARAPARESIS
PSEN1,Rs28930977,"APRAXIA,"
PSEN1,Rs63750218,Alzheimer's disease.
PSEN1,Rs63750307,Alzheimer's disease
PSEN2,Rs63750197,Alzheimer's disease
PSEN2,Rs63750197,dilated cardiomyopathy
PSEN2,Rs28936379,Alzheimer's disease
PSEN2,Rs367855127,early-onset Alzheimer's disease
PSEN2,Rs63750197,incomplete penetrance
PTGS2,Rs689469,polymorphisms in the COX-2 gene
PTGS2,Rs689465,Chinese population.
PTGS2,Rs689465,acute myeloid leukemi
PTGS2,Rs689465,breast cancer prognosis:
PTGS2,Rs689465,esophageal cancer
PTGS2,Rs689465,Australian patients.
PTGS2,Rs689465,gastric cancer.
PTGS2,Rs689465,mild asthma
PTPN2,Rs1893217,Crohn's disease-associated polymorphism
PTPN2,Rs1893217,autoimmune diseases 
PTPN2,Rs1893217,idiopathic arthritis 
PTPN2,Rs1893217,celiac disease
PTPN2,Rs1893217,type 1 diabetes
PTPN2,Rs1893217,type I diabetes
PTPN2,Rs1893217,multiple sclerosis
PTPN2,Rs1893217,pre-diabetes to diabete
PTPN2,Rs1893217,diabetes
PTPN2,Rs1893217,type 1 diabetes
PTPN2,Rs1893217,type-1 diabetes
PTPN2,Rs1893217,Crohn's disease
PTPN22,Rs1310182,rheumatoid arthritis
PTPN22,Rs1310182,rheumatoid arthritis
PTPN22,Rs1310182,psoriasis of early onset
PTPN22,Rs1310182,rheumatoid arthritis
PTPN22,Rs1310182,type 1 diabetes
PTPN22,Rs12730735,rheumatoid arthritis
PTPN22,Rs12730735,rheumatoid arthritis
PTPN22,Rs12730735,rheumatoid arthritis
PTPN22,Rs12730735,rheumatoid arthritis
PTPRQ,Rs61729287,deafness
PTPRQ,Rs749210663,deafnes
PYGM,Rs119103252,PYGM gene
RAPSN,Rs45547231,congenital myasthenic syndrome
RAPSN,Rs104894299,congenital myasthenic syndrome
RAPSN,Rs104894299,congenital myasthenic syndrome
RET,Rs2742234,Hirschsprung's disease
RGS2,Rs2746072,polymorphisms
RGS2,Rs2746072,immunoreactivity
RHCE,Rs676785,blood group
RNLS,Rs2296545,late-onset Alzheimer disease
RNLS,Rs2296545,chromosome 10
RNLS,Rs2296545,Renalase gene
RNLS,Rs2296545,hypertension
RYR1,Rs193922747,malignant hyperthermia
RYR2,Rs34967813,arrhythmogenic right ventricular cardiomyopathy type 2 (ARVD2)
RYR2,Rs34967813,amilial polymorphic ventricular tachycardia
RYR2,Rs34967813,Cardiac Arres
RYR2,Rs34967813,heart failure and sudden cardiac death
RYR2,Rs34967813,cardiac arrest
RYR2,Rs34967813,"genotype negative, exercise-induced long QT syndrome"
RYR2,Rs34967813,catecholaminergic polymorphic ventricular tachycardia
SCARB1,Rs4765623,gain significant weight
SCARB1,Rs4765623,gain significant weight 
SCN2A,Rs121917749,benign familial neonatal-infantile seizures
SCN9A,Rs12478318,increased pain
SCN9A,Rs12478318,mall fiber neuropathy
SCN9A,Rs4369876,congenital insensitivity to pain
SCN9A,Rs12478318,lower post-operative pain following surgery
SCN9A,Rs12478318,pain
SDHB,Rs111430410,familial renal cell carcinoma
SDHB,Rs111430410,renal oncocytoma
SDHB,Rs111430410,renal phenotype
SDHB,Rs111430410,hereditary paragangliomatosis
SDHD,Rs34677591,cancers
SDHD,Rs34677591,paragangliomas
SDHD,Rs34677591,pheochromocytomas
SELE,Rs5361,thrombotic disorders
SELE,Rs5361,recurrent venous thromboembolism
SEPSECS,Rs267607036,Pontocerebellar hypoplasia type 2D
SERPINC1,Rs121909547,thrombophilia
SERPINC1,Rs121909547,Korean venous thromboembolism
SERPINE1,Rs34857375,Functional genetic polymorphisms
SERPINE1,Rs34857375,female reproductive disorders
SERPINE1,Rs34857375,Polycystic ovary syndrome
SERPINE1,Rs34857375,Functional genetic polymorphisms
SERPINE1,Rs34857375,female reproductive disorders
SERPINE1,Rs34857375,ovarian response
SETD1A,Rs869312831,schizophrenia and developmental disorders
SETD1A,Rs770913157,developmental disorders
SETD1A,Rs869312830,schizophrenia and developmental disorders.
SETD1A,Rs761709838,developmental disorders
SETD1A,Rs761709838,schizophrenia
SETD1A,Rs770913157,schizophrenia
SGSH,Rs144143780,Sanfilippo syndrome type A
SGSH,Rs144143780,mucopolysaccharidosis type IIIA
SH2D1A,Rs111033623,Lymphoproliferative syndrome
SH2D1A,Rs111033624,Lymphoproliferative syndrome
SH2D1A,Rs111033624,X-linked Lymphoproliferative syndrome
SH2D1A,Rs111033626,Lymphoproliferative syndrome
SH2D1A,Rs111033630,X-linked Lymphoproliferative syndrome
SHBG,Rs6257,potential breast cancer variant
SHBG,Rs6257,Ovarian cancer risk
SLC12A3,Rs2289116,diabetic nephropathy and type-2 diabetes
SLC12A6,Rs35583475,Andermann syndrome
SLC12A6,Rs35583475,Andermann syndrome
SLC16A11,Rs117767867,Native American population
SLC16A11,Rs117767867,type-2 diabetes
SLC16A11,Rs117767867,east Asian
SLC16A11,Rs117767867,Europeans
SLC16A11,Rs117767867,Africans.
SLC22A4,Rs2073838,rheumatoid arthritis
SLC24A5,Rs2470102,Skin color
SLC25A12,Rs6716901,Asperger syndrome
SLC25A12,Rs6716901,Asperger syndrome
SLC26A4,Rs111033244,Pendred Syndrome
SLC30A8,Rs3802177,type-2 diabetes
SLC37A4,I5012878,Glycogen Storage Disease Type 1brs
SLC6A4,Rs6354,systemic sclerosis
SLC6A4,Rs6354,Personality Measures
SLC6A4,Rs6354,Anxiety
SLC6A4,Rs6354,Depression
SLC6A4,Rs6354,Flanking Single Nucleotide Polymorphisms
SLC6A4,Rs6354,Neuroticism
SLC6A4,Rs6354,portopulmonary hypertension
SLC6A4,Rs6354,Serotonin transporter polymorphisms
SLC6A4,Rs6354,polymorphisms
SLC6A4,Rs6354,rigid-compulsive behaviors
SLC6A4,Rs6354,autism
SLC6A4,Rs6354,diarrhoea predominant irritable bowel syndrome
SLC6A4,Rs6354,serotonin transporter gene
SLC6A4,Rs6354,functional polymorphism
SLC6A4,Rs3794808,"Association of serotonin transporter gene variation with smoking, chronic obstructive pulmonary disease, and its depressive symptoms"
SLC6A4,Rs6354,frontotemporal lobar degeneration
SMN1,I5005735,spinal muscular atrophy
SMN1,Rs76871093,type 2 or 3 spinal muscular atrophy
SMN1,Rs104893935,type 1 or 2 spinal muscular atrophy
SMN1,I5005733,spinal muscular atrophy
SMN1,I5005728,spinal muscular atrophy
SMPD1,I4000381,Niemann-Pick Disease Type
SMPD1,I4000430,Disease 
SMPD1,Rs387906289,Niemann-Pick Disease Type A
SNCA,Rs104893875,Parkinson disease
SNCA,Rs431905511,Parkinson disease
SNX10,Rs398123011,osteopetrosis
SNX9,Rs78503206,thinking cilantro tastes like soap
SOAT1,Rs1044925,Han
SOAT1,Rs1044925,Alzheimer's disease
SOAT1,Rs1044925,Guangxi Bai
SOAT1,Rs1044925,Ku Yao
SOD1,Rs121912442,A polymorphism on the SOD1 gene known as A4V.
SOD2,Rs2758346,Alzheimer's disease
SOD2,Rs2758346,Alzheimer's disease.
SPTA1,Rs35948326,autosomal recessive spherocytosis
SREBF1,Rs11868035,Parkinson's disease
SSUH2,Rs116840785,rippling muscle disease
SSUH2,Rs116840785,rippling muscle disease.
SSUH2,Rs28936685,rippling muscle disease
SSUH2,Rs116840776,muscular dystrophy
SSUH2,Rs116840776,sudden infant death syndrome.
STAT4,Rs10181656,type 1 diabetes
STAT4,Rs10181656,systemic lupus erythematosus
STAT4,Rs10181656,Inflammatory Bowel Diseases
STAT4,Rs7601754,rheumatoid arthritis 
STAT4,Rs7601754,systemic lupus erythematosu
STAT4,Rs7601754,lupus erythematosus
STAT4,Rs7601754,ystemic lupus erythematosus 
STAT4,Rs10181656,rheumatoid arthritis
SUOX,Rs121908007,sulfite oxidase deficiency
SURF1,Rs28933402,Leigh syndrome
TBX21,Rs11650354,allergic asthma
TBX21,Rs11650354,allergic asthma
TCF7L2,Rs290481,late-onset Alzheimer disease
TCF7L2,Rs7895340,polymorphism
TCF7L2,Rs7895340,glucose intolerance
TCF7L2,Rs7895340,polycystic ovary syndrome
TCF7L2,Rs7895340,all-cause mortality
TCF7L2,Rs7895340,cardiovascular disease
TCF7L2,Rs7895340,single nucleotide polymorphisms
TCF7L2,Rs7895340,colon cancer
TCF7L2,Rs7895340,reduced acute insulin response
TCF7L2,Rs7895340,gene polymorphisms
TCF7L2,Rs7895340,gene polymorphism
TCF7L2,Rs7895340,nephropathy
TCF7L2,Rs7895340,type 2 diabetes
TCF7L2,Rs7895340,obese
TCF7L2,Rs7895340,impairment of glucose metabolism
TCF7L2,Rs7895340,gene polymorphisms
TCF7L2,Rs7895340,type 2 diabetes
TCF7L2,Rs290481,metabolic syndrome
TCF7L2,Rs290481,glucose intolerance
TCF7L2,Rs290481,polycystic ovary syndrome
TCF7L2,Rs7895340,coronary artery disease
TEK,Rs80338908,Vascular dysmorphogenesis
TEK,Rs80338908,venous malformations
TEK,Rs80338908,Multiple cutaneous and mucosal venous malformations
TENM2,Rs2937573,Sensitivity to the Sound of Chewing (Misophonia)
TERT,Rs2736098,pancreatic cancer
TERT,Rs2736098,European
TERT,Rs2736098,Asians
TIMP2,Rs8179090,Polymorphisms
